"","stock","Open","High","Low","Close","Volume","Adjusted","BBand_pctB","RSI","PPO","ATR","EMA3","EMA30","EMADiff","mySignal","stopPct","buysell"
"13","INTC","26.17","26.39","26.01","26.33","33468500","26.33","0.372305067059697","52.2093377755106","-0.373696304560324","0.214799907582436","26.425914785898","26.1463893282116","0.01069078617998","-0.466291373876625","1.63159823457984","-"
"14","V","199.5","201.93","199.01","201.42","6060900","201.42","0.246169561727164","39.6696620920375","0.0542018036901848","2.67001024824655","202.730797472959","210.163796112158","-0.0353676455065217","-17.6302789384449","2.65118682181168","-"
"15","FB","58.05","58.31","54.66","56.14","107647700","56.14","0.0584168599825138","37.7883568860377","-0.0179732066935596","1.55114156896988","57.7922069976765","61.2002819724763","-0.055687243015195","-25.7670351374284","5.52597637680754","-"
"16","MA","70.8","72.16","70.22","71.24","8373000","71.24","0.268068731035765","42.4662624968215","0.0753826542615426","1.3662527904905","71.8009336209934","73.7435308272655","-0.0263426118125853","-14.0828460327483","3.83563388683464","-"
"17","EBAY","54.12","54.12","52.95","53.64","9722000","53.64","0.212369289974275","41.0995248303286","-0.0139225560003948","0.615196403214836","53.9842970775004","55.0138543641832","-0.0187145092555643","-15.7375750534531","2.29379717828052","-"
"18","EMC","25.56","25.58","24.92","25.33","23920100","25.33","0.000168766758172398","30.7464160362051","-0.867152885423383","0.277444705505465","25.5149161252556","26.6286441037323","-0.041824434399969","-31.1184122438888","2.19064118046163","-"
"19","TXN","46.46","46.73","45.21","45.45","13496500","45.45","0.30734240162551","47.6795630530785","-0.0564150897931048","0.601207533495526","46.0106337549045","45.802798758595","0.0045376047303329","-6.10300719652009","2.64557770515083","-"
"20","ACN","78.55","79.33","77.93","79.07","3553000","79.07","0.695194113271168","49.351875186682","0.222731732637604","0.818017007532929","78.8471175271535","79.2634400342978","-0.00525239009263412","3.86852021252731","2.06909575700754","-"
"211","HPQ","31.65","32.33","31.5","32.19","10615900","32.19","0.376283542089518","53.3855628957963","-0.553918717512339","0.355561554828315","31.969210849147","31.8159067982405","0.0048184718379621","-0.0718920921185935","2.20914293152106","-"
"22","ADP","76.04","76.53","74.99","75.68","2119100","75.68","0.43300074450323","46.3972006658424","0.111373498191386","0.670250288489543","75.8572109683055","76.1995451071769","-0.00449260082051546","-4.82634097008901","1.77127454674826","-"
"23","YHOO","34.67","35","33.65","33.99","30422000","33.99","0.304166658975176","40.7030171019047","0.198152752786731","0.718801595957483","34.4914264881635","35.6353539937567","-0.0321009160114885","-15.0786623003409","4.22948864935265","-"
"24","CRM","53.04","53.13","48.28","49.13","17610100","49.13","-0.227875128843678","30.7643162721989","-0.554332442534361","1.06040961293656","51.6143616991242","55.9333148161442","-0.0772161122797147","-40.3452522449142","4.31674990000634","BUY"
"25","CTSH","49.1","49.31","47.72","48.44","3281800","48.44","0.289702563651963","44.2088849126818","-0.0139848217424504","1.0482931855171","48.6959828666583","49.4503311247552","-0.0152546654580284","-11.1262387699924","4.32821298727125","-"
"26","ADBE","61.84","62.17","59.62","60.4","4375800","60.4","0.143663519621394","37.2526661171771","-0.0457253605957115","0.81101300433964","61.5367153419287","63.6592919190857","-0.0333427613341179","-21.8031885549941","2.68547352430344","-"
"27","GLW","21.3","21.3","20.35","20.97","17077400","20.97","0.489102975092926","56.6820964785955","-0.319150355674245","0.246937469771069","20.9582196869063","20.5454121416235","0.0200924441153724","6.74839114780702","2.35514992628583","-"
"28","AMAT","18.75","18.89","18.27","18.67","11939100","18.67","0.184316171516508","39.2251338555233","-0.581666465973566","0.268271467786173","18.8149980539519","19.315004989113","-0.0258869689882503","-18.5619422192698","2.87382397199971","-"
"29","MU","25.43","25.73","24.19","24.58","32163000","24.58","0.647609486300071","53.9620887264087","1.40995680379129","0.62526891377875","25.0897701443635","23.9189258391825","0.0489505387095212","11.5568575732604","5.0876233830655","-"
"30","TEL","59.5","59.69","57.8","58.34","2079000","58.34","0.0584616856961759","42.3594327567592","-0.349880485421389","0.649887406825924","59.1700560686721","59.5925172226458","-0.00708916443981342","-17.4777997340076","2.22793077417183","-"
"31","INTU","75.85","76.01","74.03","74.69","2138800","74.69","0.432587280680749","44.840655644994","0.145245370962027","0.717973766314237","74.7502778475292","75.6695950980013","-0.0121490969957149","-6.76973594880725","1.92254322215621","-"
"32","CTL","34.52","34.79","34.4","34.64","4895200","34.64","0.788623156573996","71.2914807872357","-0.1120997410846","0.272460638648335","34.6543095034964","33.3394349104765","0.0394390185841674","27.1280913631934","1.57309837556776","SELL"
"33","SNDK","84.75","85.83","82.87","84.38","3448500","84.38","0.756859040902831","63.2949330530897","0.729559433249859","1.40311446034944","84.4123075992932","79.88961955782","0.0566117108393534","22.0538468963234","3.325703864303","SELL"
"34","WDC","88.32","89.12","86.05","87.53","1970500","87.53","0.0826077639997787","43.1519125275881","-0.530579521194435","1.15198880336495","88.3179703008257","89.3249511284991","-0.0112732312187299","-16.6981946261875","2.63221479119147","-"
"35","STX","53","53.27","51.48","52.6","4751900","52.6","0.0217114552913361","40.473857720041","-0.789407772071583","0.77148816948741","53.0793748288025","54.1687510138906","-0.0201107864718673","-21.1128989748726","2.93341509310802","-"
"36","ADI","51.21","51.91","50.07","50.99","2243800","50.99","-0.0806539516295126","40.0865806431363","-0.497257518253921","0.532519489143909","51.7084339459747","52.4797743712923","-0.0146978609294384","-23.4211994013295","2.08872127532422","-"
"37","BRCM","29.98","31.09","29.87","30.4","13608600","30.4","0.485383914244279","49.9947727429828","0.0406124873375135","0.381845123385997","30.3064606581033","30.4054753678269","-0.00325647629335856","-0.69497021599176","2.51213896964472","-"
"38","FIX","15.48","15.6","14.94","15.12","244200","15.12","0.429345991309608","43.5531756068326","0.595915290869852","0.226541967919618","15.3361383062886","15.5305270142295","-0.0125165557976725","-7.85312409190258","2.99658687724362","-"
"39","APH","95.35","95.57","93.7","94.73","886000","94.73","0.740537080031652","59.0375169089966","0.19791935563266","1.07025049687317","94.9531916047567","92.6874808286241","0.0244446257021681","15.2360272527555","2.25958090757558","-"
"40","XLNX","48","48.3","46.4","46.81","6970600","46.81","-0.0939561707194765","24.569929409337","-1.32409775100961","0.723435738072509","47.8572171549269","51.6042772564791","-0.0726114248810995","-41.1825996990941","3.09094525986972","BUY"
"41","FISV","56.05","57.09","55.81","56.79","3529600","56.79","0.523554175420754","50.0091601888365","0.0433610968638684","0.458920168263571","56.55794884681","56.8127326651695","-0.00448462530153449","0.147261996992804","1.61620062779916","-"
"42","NTAP","35.17","35.4","34.21","35.16","3622500","35.16","0.0739579322923047","37.3796026922995","-0.181414561894427","0.362025260871269","35.2780276808292","36.7293862794997","-0.0395149155944558","-24.0678412329133","2.05930182520631","-"
"43","KLAC","63.29","63.8","62.17","63.45","2245000","63.45","0.0556721527607537","35.9368449859022","-0.704967147674315","0.804297303136971","64.2458106756833","66.7293111109294","-0.0372175344522514","-25.3773158867796","2.53521608553813","-"
"44","ALTR","33.43","33.47","32.13","32.56","7523100","32.56","-0.016253745577829","31.6388980088521","-0.528935253654042","0.515407324601735","33.1293176585974","34.6708701261493","-0.044462468404831","-31.1234169732897","3.16589265725881","BUY"
"45","ADSK","47.79","48.22","46.07","46.62","3470600","46.62","0.292454112928495","40.9561043307396","0.269046959826025","0.755251948752035","47.0729348539491","48.5292263325109","-0.0300085451307964","-14.9724234418125","3.24003410018033","-"
"46","LLTC","44.99","44.99","43.39","44.39","6358700","44.39","0.0485610376136522","35.7818286768856","-0.724828904412118","0.644321094345208","45.0352006119508","46.9243205426574","-0.0402588659539395","-25.9754891473884","2.90300110090204","-"
"47","AKAM","52.57","52.75","50.57","51.14","3286400","51.14","0.0939886325908596","31.2196957673624","-0.343192294682986","0.89751317828898","52.0124176950315","55.2329364426981","-0.0583079400641262","-30.0663063661193","3.51002416225647","-"
"48","CTXS","59.55","59.95","57.91","58.78","3925600","58.78","0.812485460195359","54.3291184149184","0.870497739331362","0.963479867675263","58.7977459478902","57.754551654356","0.0180625468236252","12.8652299984353","3.27825746061675","-"
"49","RHT","48.72","48.94","47.45","48.19","1633900","48.19","0.0743530820196339","29.9997926428156","-0.0384815272757941","0.627737900159788","48.6937623222705","52.151028727983","-0.0662933501033204","-32.2706634777295","2.60526208823319","-"
"50","CA","30.18","30.31","29.46","29.76","3393300","29.76","0.173404974753764","36.0739118842384","0.000416430015887315","0.316991090305182","30.0066480058876","30.8772883948526","-0.0281967891037401","-21.4291206283511","2.13031646710471","-"
"51","NVDA","18.88","18.98","18.42","18.65","5669700","18.65","0.556915750626533","52.6917948347423","0.0426074296235432","0.23610981752935","18.7792105185776","18.4521872302603","0.017722738461107","5.21401373783074","2.53200876707078","-"
"52","MCHP","47.38","47.8","46.57","46.94","1743100","46.94","0.291439188026203","47.9377794033745","-0.116940748595626","0.536660270456424","47.2865626674903","47.1523853670342","0.00284561002400321","-6.47612474441371","2.28657976334224","-"
"53","EA","28.34","28.42","27.85","28.18","3811700","28.18","0.513605418951006","49.7088974381558","0.164272148251599","0.370700875564262","28.1603723714898","28.1967745601568","-0.00129100541586019","-0.00729198919399662","2.63095014594934","-"
"54","CSC","58.87","59","57.46","58.16","915100","58.16","0.0552697070568067","37.0364875362149","-0.318884131645947","0.511496883396036","58.5927565539312","60.2903323033013","-0.0281566825810506","-23.6565599295237","1.75893013547468","-"
"55","WU","15.66","15.71","15.46","15.63","5534100","15.63","0.278665065509864","44.1185289745107","-0.197568869907134","0.197616055977352","15.6375786713886","15.979079892233","-0.0213717700360453","-12.0816536349749","2.52867634008129","-"
"56","LRCX","56.56","57.13","55.44","56.52","2277900","56.52","0.749407594771024","57.9057296549109","0.570288222450036","1.0758355230663","56.2044597991463","54.3226314334794","0.0346417011843644","15.6286572288952","3.80691975607324","-"
"57","HRS","72.03","72.48","70.71","71.38","884800","71.38","0.394931102144632","45.927230067619","0.0756901894225487","0.746322316807326","71.6813825948186","72.0514667417591","-0.00513638602621249","-6.19493849829119","2.09112445168766","-"
"58","TDC","45.18","45.35","44.08","44.77","2341100","44.77","0.149669499619525","40.6786990205754","-0.553434444949356","0.658733535306359","45.2000658702243","46.3842528314136","-0.025529935029747","-18.302231747055","2.94274529955935","-"
"59","FFIV","103.85","104.24","99.26","102.34","1803900","102.34","0.000812088471117362","38.7746327909846","-0.329743337353354","2.00232225965748","103.859108962347","107.230266357486","-0.031438487561905","-24.0425719511741","3.91307848281705","-"
"60","VRSN","47.7","47.9","46.45","47.01","2338600","47.01","0.00201785425394839","26.1080739990186","-0.431143585681722","0.480690709981961","47.741858159331","51.110435675411","-0.0659078223764883","-36.9592803820362","2.04505726433508","-"
"61","FTR","5.79","5.85","5.66","5.75","12670500","5.75","0.6181211216861","60.7746651520223","-0.335482878228971","0.0860553751372324","5.77165612896951","5.54247770682453","0.0413494531268555","15.1689722188548","2.99323043955591","SELL"
"62","FLIR","34.75","35.12","33.65","33.94","2721500","33.94","0.0560093509107904","41.0940576065963","-0.418456742705281","0.433646066666486","34.9691072682","35.2749910970092","-0.00867140768279718","-18.6463637905627","2.55536868984376","-"
"63","TSS","29.96","30.2","29.65","30.13","2548300","30.13","0.733435380335262","55.0470186586681","0.287495514172832","0.351531707357447","29.8077812120942","29.7218643739905","0.00289069477683582","9.91021798006622","2.33343317197111","-"
"64","WIN","8.9","8.98","8.83","8.93","10579400","8.93","0.765889040072396","63.3418240935413","-0.09940753612916","0.112692367539995","8.92001395341611","8.5517392616448","0.0430643031205414","20.96002438402","2.5239052080626","SELL"
"65","FSLR","68.61","69","64.09","65.92","3857100","65.92","0.0623702906139779","46.6443294329636","-1.0274835359494","1.7628677860121","67.6803345971021","67.0649581121257","0.0091758274708475","-12.5399129128431","5.34850663231826","-"
"66","JBL","17.7","17.78","17.28","17.47","1531800","17.47","0.267559006695874","43.7289329590891","0.0345233804926552","0.188030812564445","17.6108960255341","17.8321712780387","-0.0124087666641619","-11.7552017797025","2.15261376719456","-"
"67","ACWI","58.19","58.44","57.78","58.26","833600","58.26","0.568420363314699","54.045786397599","0.0134462806791395","0.302938817276337","58.275130329633","57.885609940393","0.0067291402758153","5.41776290864824","1.03995474519855","-"
"68","EFA","67.62","67.78","67.14","67.61","19986000","67.61","0.658534222192233","55.6989434531769","0.049320117324867","0.380003278298388","67.583230195096","67.0346925373226","0.0081828921266115","9.05585235734963","1.12410376659781","-"
"69","CWI","36.15","36.18","35.89","36.14","15800","36.14","0.676357188551236","57.3539152275871","-0.0230847889900613","0.183846849091596","36.1122882804693","35.7569919858217","0.00993641452805682","10.9180075872769","1.01741477084447","-"
"70","GMM","63.51","63.65","63.32","63.65","4000","63.65","0.215277221804149","51.0544574051323","-0.347590350562635","0.407616375193523","63.7437627601527","63.4246166430275","0.00503189666752646","-5.8240367342944","1.28080557798436","-"
"71","BIK","21.78","21.91","21.66","21.88","47300","21.88","0.0679111143354659","45.7422291499804","-0.378250120740084","0.164129145755759","21.9284949147182","22.0843095938799","-0.00705544714899623","-14.7010949940276","1.50026641458646","-"
"72","BWX","59.77","59.83","59.57","59.67","152800","59.67","0.585571964962094","56.7640829823723","-0.0648259872782509","0.194320229484098","59.640350412048","59.4276013247792","0.00357997096510852","7.57035845734244","0.651316338140099","-"
"73","JNK","41.29","41.33","41.26","41.33","2654700","41.33","0.90348791624983","62.9524759774627","-0.0158623655813235","0.068241751172982","41.2983590312169","41.1313084005953","0.00406139841199757","20.2076947305425","0.330228653147748","SELL"
"74","LAG","57.45","57.45","57.36","57.39","18700","57.39","0.732377131615747","63.3029908321906","0.00563163175773543","0.0943303491098084","57.3720920423325","57.1609910088696","0.00369309610867632","16.1559810254043","0.32873444540794","SELL"
"75","IPE","56.35","56.38","56.2","56.2","10100","56.2","0.692579886146094","58.4289509790231","0.053719959270417","0.101156842642895","56.2719731493626","55.9313202271224","0.00609055750618604","11.7452661385383","0.35998876385372","-"
"76","TLT","111.11","111.28","110.55","110.79","7606000","110.79","0.704724938566838","58.7856815490922","0.018633190427582","0.474952310639498","110.951477607831","109.428940094532","0.0139134813147626","13.0987327574664","0.857392022094951","-"
"77","OIL","24.13","24.13","23.95","24.11","324400","24.11","0.435429191926222","49.8413537078724","-0.24618343426902","0.178069691624831","24.1461630641712","24.0823715000384","0.00264889046050601","-1.46836587488956","1.47714385420847","-"
"78","JJA","56.52","56.52","55.85","55.94","7800","55.94","0.841591622818257","63.082537955373","-0.00638199149780028","0.394277510861237","55.9187968555969","54.515866457442","0.0257343501868427","20.9251290556705","1.40964430054071","SELL"
"79","PTM","15.8","15.85","15.78","15.82","1500","15.82","0.330577074025776","46.4755794769895","-0.1551444307555","0.170567495336543","15.7998458119245","15.9676858474288","-0.0105112310642898","-7.93001164804244","2.15635265912191","-"
"80","JJM","29.5","29.5","29.27","29.27","500","29.27","0.697047935404206","59.0164096546004","0.168458852717644","0.19480994231627","29.3713640063727","28.8029487475589","0.0197346203611179","13.6619676621672","1.33112362361647","-"
"81","GLD","125.3","125.34","124.45","124.88","4897900","124.88","0.451209357131131","46.2256262990292","-0.0193715734913991","0.752665450958607","124.870547940196","125.658105181423","-0.00626746074270993","-4.67729242172083","1.20542192658329","-"
"82","SLV","18.85","18.87","18.74","18.85","4117200","18.85","0.290343582667396","40.5742776128473","0.089640532430054","0.151111374669535","18.8651646736089","19.1721258768864","-0.0160108067956934","-13.911782903249","1.60330371002159","-"
"83","GAZ","3.19","3.27","3.19","3.23","58600","3.23","0.838096343580294","60.7608133913363","0.41949012672517","0.0664601313637177","3.19751483837306","3.06908668852218","0.041845722485188","20.7075908815284","4.1151784126141","SELL"
"84","PALL","78.96","79","77.47","78.24","54200","78.24","0.772678618236619","57.3764023964801","0.0271337101159631","0.8573165478579","78.1889070895113","76.5065791560094","0.0219893236903376","14.5481996223093","2.19150446793942","-"
"85","PPLT","138.7","138.89","137.68","138.3","23900","138.3","0.339072914230825","45.523776249969","-0.147441152874444","0.807990845214675","138.144747719962","139.336636643729","-0.00855402392705883","-8.23574734945848","1.16846109213981","-"
"86","UUP","21.29","21.34","21.29","21.32","243500","21.32","0.308929869725073","41.4825582805541","-0.00364522366162412","0.0351748907459753","21.3339038139119","21.3913477017927","-0.00268537956007331","-11.433372502465","0.329970832513839","-"
"87","FXE","136.87","136.94","136.64","136.74","293200","136.74","0.736820547504468","56.386430424442","0.0137234829396672","0.288049072651425","136.619353136455","136.324778573261","0.0021608292071128","10.9264194266544","0.421309159940654","-"
"88","FXB","165.81","165.81","165.43","165.48","10400","165.48","0.743225172661315","61.877048250485","0.0253244814958553","0.307894291971804","165.428116294559","164.539271555759","0.00540202184193225","15.5286176885899","0.372122663731936","SELL"
"89","CYB","24.95","24.96","24.9","24.92","51900","24.92","0.205687155762965","37.5808264615802","0.0102078117796516","0.0546774458580963","24.913369875175","25.0234537861209","-0.00439922929451405","-17.1121241891921","0.43882380303448","-"
"90","FXY","95.3","95.37","95.06","95.14","94500","95.14","0.492743211271438","47.7965172669303","-0.013775930412364","0.20875649637181","95.2671454573224","95.2943956596127","-0.000285958078665253","-1.86262757588282","0.438840648248496","-"
"91","JO","40.69","40.89","39.62","39.81","135800","39.81","0.593703277727717","53.9989174975946","0.0152981520252897","0.882517672058861","40.5019032218358","38.3409502262121","0.0563614877271951","10.9779188391084","4.43364818919297","-"
"92","NIB","38.83","38.85","38.46","38.6","3700","38.6","0.247941607101458","44.3589687369403","-0.199344355812842","0.240631996264934","38.7640396446585","39.0407123320447","-0.00708677354636961","-11.2409106243953","1.24679790810847","-"
"93","COW","31.31","31.59","31.23","31.41","77000","31.41","0.697676847974818","54.9103157284024","0.102196447680421","0.226325090445495","31.4283534300571","31.1025952060178","0.0104736669683549","9.67202469250776","1.44110213591528","-"
"94","FUE","11.3","11.3","11.3","11.3","300","11.3","0.377673697412554","52.154284862069","-0.984860527512173","0.255195997695761","11.2982310013557","11.1074918268408","0.017172119276648","0.274768009530379","4.51674332204886","-"
"95","BAL","57.3","57.41","56.9","57.06","18300","57.06","0.48516508381732","49.9991626587463","0.0119715658948311","0.551157355310857","57.3086813842648","57.0034396232707","0.00535479548271901","0.163978637764661","1.93185192888488","-"
"96","JJG","51.75","51.8","51.16","51.6","77900","51.6","1.05920625736466","63.6424679692436","-0.00294335479083241","0.564539369245774","51.2484484822626","49.8234462233272","0.0286010376028193","27.0721111713311","2.1881370900999","SELL"
"97","SGG","56.36","56.52","55.88","55.96","8700","55.96","0.368203505094954","47.2129538648877","0.0627225450141619","0.583556535134264","56.3074337860681","56.5151455037322","-0.00367532837105273","-5.75272981106565","2.08562021134476","-"
"98","CORN","35.1","35.29","34.92","34.97","55500","34.97","0.755688068497887","58.7144684631404","-0.0898119908236823","0.506186787547181","34.827728799438","34.1731693479417","0.0191541921333615","14.8434722731386","2.89497733798788","-"
"99","JJT","53.43","53.43","53.43","53.43","0","53.43","0.643675302375874","55.0007836175684","0.0604687239218979","0.37395478733207","53.5524713009456","52.8368446030906","0.013544084686183","8.69687874119142","1.39979332708991","-"
"100","JJN","25.86","25.86","24.74","24.87","7300","24.87","0.752523651740683","70.0525490110695","0.207478211260311","0.451475187215939","24.996859043324","23.1935193108641","0.0777518800958831","29.1276910614075","3.63068103913099","SELL"
"101","LD","49.12","49.12","49.12","49.12","0","49.12","0.776365252316959","66.5338649306868","0.273822385191463","0.24467414005644","49.1115307311962","48.2263335880449","0.0183550578551686","21.145035791456","0.996230211956187","SELL"
"102","JJU","19.09","19.09","18.57","18.65","1700","18.65","0.311913540713919","48.5324104770421","-0.372854820938853","0.229690431535111","18.8530950196383","18.7206499140938","0.00707481343608493","-5.09537228076193","2.46316816659637","-"
"103","JJC","37.67","37.74","37.63","37.74","24000","37.74","1.05788290811756","61.9337799087577","0.405233974967717","0.265318095903302","37.6346312379836","37.1483329294366","0.0130907168693344","24.2064793214407","1.40603124485057","SELL"
"104","WITE","39.31","39.36","39.31","39.33","500","39.33","0.366591321356933","45.8284458133538","0.00304490853834571","0.265418649385855","39.3390425190494","39.6638606565027","-0.00818927184789843","-7.28280979085116","1.34970073422759","-"
"105","EWI","17.71","17.8","17.58","17.75","6110100","17.75","0.504368846989168","54.5781180340792","-0.167721085680338","0.162006706882913","17.781580382573","17.5090108542414","0.0155673858792299","5.09954828821161","1.82542768318775","-"
"106","EGPT","69.68","69.68","68.01","69.22","10900","69.22","0.754008412793474","57.0576446069545","0.479580680249009","0.763756504127566","69.6692330273243","67.6600613610521","0.0296950908091953","14.6129528559722","2.2067509509609","-"
"107","EWP","41.11","41.37","40.93","41.3","828600","41.3","0.5156613367893","55.208436552872","-0.0618113637772481","0.313017930949635","41.3843195076202","40.8414487115156","0.013292153271524","5.62707616153889","1.51582533147523","-"
"108","EIRL","38.15","38.2","37.59","38.06","56000","38.06","0.135212375760095","40.2939850365346","-0.209090559165851","0.27641538854311","38.2617105970264","38.8415444791847","-0.0149281881020219","-17.8920206387989","1.45252437489811","-"
"109","EWG","31.1","31.26","30.86","31.15","4625300","31.15","0.530413987010136","52.0720456702436","0.057527699018888","0.239170669549082","31.128749247094","31.0079151383364","0.00389687949733194","2.70407187766927","1.53560622503424","-"
"110","EWQ","29.8","29.87","29.54","29.78","341700","29.78","0.835465960297123","60.6221630978919","0.0556591447865769","0.198960251006137","29.7447196683945","29.2905239433217","0.0155065756403565","17.9039288948826","1.3362004768713","SELL"
"111","EWN","25.28","25.34","25.13","25.28","176600","25.28","0.180495958328217","42.5219552689895","-0.252905059725685","0.128900122437603","25.3112811476684","25.568960067592","-0.0100778021179776","-14.6039148018502","1.01977944966458","-"
"112","EWK","17.59","17.63","17.45","17.61","41700","17.61","0.890143081383565","63.1205666633498","0.106277479906104","0.10734691462606","17.5632018108983","17.2592204402107","0.0176126941388008","21.3552714459816","1.21915859881953","SELL"
"113","EIS","51.47","51.88","51.18","51.66","118400","51.66","0.124230514006306","45.7962014121736","-0.440426064797841","0.326785818076589","51.7153925894733","52.010132429703","-0.00566696961650999","-13.1137830523632","1.26514060424541","-"
"114","EWL","34.77","34.77","34.43","34.63","375800","34.63","0.769074741601626","59.0867983942908","0.0209895525134945","0.204980409186466","34.6072583416507","34.2326428534824","0.0109432242719823","14.636289762957","1.18383141314736","-"
"115","ARGT","20.03","20.03","19.74","19.74","1500","19.74","0.399715806978147","52.1048508244912","-0.161284835490041","0.202367846214453","19.8200715049536","19.5855955250539","0.0119718585835058","0.268719151172639","2.05033278839365","-"
"116","PLND","23.08","23.13","22.93","23.08","9100","23.08","0.356283859127081","50.7064525733577","-0.115353851975436","0.155797011983263","23.093046286511","23.0289984262972","0.00278118305573885","-2.78494578623084","1.35006076241995","-"
"117","EWU","21.19","21.2","21","21.1","1572700","21.1","0.868057766054983","61.651428003834","0.246266284856744","0.146222924569228","21.0847138982393","20.7622170005148","0.015532873860074","19.4933025402575","1.38599928501638","SELL"
"118","EWO","19.95","20","19.76","19.9","61000","19.9","0.40383326679335","49.3322301481037","0.0519850454456616","0.130091607802427","19.9260033575156","19.9300392437033","-0.000202502671388951","-2.92524598622735","1.30745334474801","-"
"119","EWY","62.84","63","62.59","62.85","2337700","62.85","0.42814210303566","53.5826968318098","-0.270698002597397","0.471779262851989","62.898914649265","62.3180937225336","0.00932026145275584","1.82260134502445","1.50128643707872","-"
"120","EWT","14.62","14.69","14.54","14.68","7039100","14.68","0.513556824578347","54.3137721605119","-0.261956738684543","0.125074191030976","14.6348899393941","14.5253423534684","0.0075418247129691","4.32843220613952","1.70400805219313","-"
"121","FXF","111.35","111.35","111.1","111.13","7300","111.13","0.651456322548446","54.3272541940016","-0.00106035581220905","0.255071019124894","111.031908935292","110.82884436583","0.00183223573812979","7.21507228302536","0.459049795959496","-"
"122","FXS","152.02","152.02","151.83","151.98","2200","151.98","0.481174606135744","46.4447962564171","0.0302543399091221","0.391300730999723","151.584747220921","152.529549683768","-0.00619422574055786","-3.75646022834935","0.514937137780923","-"
"123","ICN","20.88","20.88","20.86","20.86","1500","20.86","0.365769931938918","52.3078316484981","-0.166373472786403","0.0920362375210207","20.8395745181384","20.7945155483559","0.0021668679742815","-1.40819116772535","0.882418384669422","-"
"124","FXC","90.24","90.25","90.1","90.21","32400","90.21","0.353332767948391","50.0154753167686","-0.0805558984070511","0.201877844454305","90.1908693212441","90.1974536357959","-7.29988961590836e-05","-3.66237420332968","0.447573094899245","-"
"125","FXA","92.93","92.93","92.59","92.73","64200","92.73","0.289855291708928","50.8480584838321","-0.251284465440198","0.283361554737346","92.8260022833695","92.5381529236965","0.00311060195798819","-4.3065136486039","0.611154005688226","-"
"126","BZF","18.83","18.92","18.83","18.92","15900","18.92","0.628474823542625","59.9589626300561","-0.221203965435555","0.117144316718604","18.8915094187134","18.5705598526024","0.0172827081498045","12.4093633760881","1.2383120160529","-"
"127","XLI","52.72","52.89","52.01","52.54","12090000","52.54","0.5713749262303","53.6243641845415","0.0900839100802291","0.377748726659669","52.6448944946932","52.1708168315052","0.00908702780558472","5.41134907472208","1.43794718941633","-"
